Numero Ordem,Operador,Produto,Ocorrência,Data Inicio,Hora Inicio,Data Fim,Hora Fim,Total Horas,Qtd Aprovada,Qtd Rejeitada
5582,Luiza Cabral,Home Theater System 5.1 Channel M512 Black,,2021-08-02,17:06:52,2021-08-02,17:09:40,0.04666666657431051,0,0
5582,Pedro Macckione,Home Theater System 5.1 Channel M512 Black,,2021-08-07,14:33:22,2021-08-07,15:07:15,0.5647222222178243,370,0
5600,Marcos Nucci,LCD24W X300 Black,,2021-08-10,14:12:37,2021-08-10,14:43:32,0.5152777777402662,0,0
5600,Marcos Nucci,LCD24W X300 Black,,2021-08-07,07:07:49,2021-08-07,14:18:40,7.180833333288319,200,0
5600,Luiza Cabral,LCD24W X300 Black,,2021-08-07,17:35:05,2021-08-07,17:40:28,0.08972222224110737,0,0
5601,Thays Castro,Home Theater System 7.1 Channel M710 Brown,,2021-08-05,12:31:32,2021-08-05,12:49:50,0.30499999987659976,214,0
5602,Marcos Nucci,Home Theater System 5.1 Channel M513 Brown,,2021-08-06,15:29:48,2021-08-06,16:05:32,0.595555555599276,0,0
5602,Luiza Cabral,Home Theater System 5.1 Channel M513 Brown,,2021-08-10,16:41:31,2021-08-10,16:47:03,0.09222222230164334,0,0
5602,Marcos Nucci,Home Theater System 5.1 Channel M513 Brown,,2021-08-05,07:07:41,2021-08-05,08:17:55,1.1705555555527098,6,0
5603,Thays Castro,Home Theater System 5.1 Channel M513 Brown,,2021-08-07,08:39:33,2021-08-07,09:03:15,0.3949999999604188,91,0
5604,Marcos Nucci,Leather Case - case for digital photo camera X20 Black,,2021-08-06,10:44:07,2021-08-06,11:14:52,0.5125000000116415,0,0
5604,Andressa Chou,Leather Case - case for digital photo camera X20 Black,,2021-08-07,13:58:39,2021-08-07,14:04:10,0.0919444442843087,0,0
5604,Marcos Nucci,Leather Case - case for digital photo camera X20 Black,,2021-08-11,07:29:00,2021-08-11,08:14:44,0.7622222222853452,380,0
5605,Thays Castro,Hand Games men M30 Red,,2021-08-05,10:41:14,2021-08-05,10:46:42,0.09111111128004268,0,0
5605,Luiza Cabral,Hand Games men M30 Red,,2021-08-11,14:43:52,2021-08-11,14:46:41,0.04694444441702217,0,0
5605,Thays Castro,Hand Games men M30 Red,,2021-08-05,17:20:24,2021-08-05,17:34:08,0.22888888895977288,250,0
5606,Isabela Resende,8xDVD E140 Black,,2021-08-10,12:08:04,2021-08-10,12:33:31,0.4241666666348465,0,0
5606,Luiza Cabral,8xDVD E140 Black,Preparação de Máquina,2021-08-08,14:34:57,2021-08-08,14:40:26,0.09138888894813135,0,0
5606,Isabela Resende,8xDVD E140 Black,,2021-08-06,14:27:27,2021-08-06,15:48:18,1.3474999999743886,19,0
5607,Tiago Pereira,Home Theater System 5.1 Channel M512 Silver,,2021-08-05,11:39:50,2021-08-05,12:55:03,1.2536111111403443,0,0
5607,Andressa Chou,Home Theater System 5.1 Channel M512 Silver,Preparação de Máquina,2021-08-11,11:43:44,2021-08-11,11:48:54,0.08611111098434776,0,0
5607,Tiago Pereira,Home Theater System 5.1 Channel M512 Silver,,2021-08-07,09:22:54,2021-08-07,11:03:07,1.6702777777682059,141,0
5601,Thays Castro,Home Theater System 7.1 Channel M710 Brown,,2021-08-07,07:19:38,2021-08-07,07:24:55,0.0880555555340834,0,0
5601,Luiza Cabral,Home Theater System 7.1 Channel M710 Brown,Preparação de Máquina,2021-08-06,07:24:40,2021-08-06,07:27:01,0.039166666741948575,0,0
5608,Thays Castro,DVD 38 DVD Storage Binder E25 Black,Preparação de Máquina,2021-08-06,13:07:24,2021-08-06,13:20:52,0.22444444452412426,98,0
5609,Thays Castro,DVD M360 Silver,,2021-08-05,07:53:28,2021-08-05,07:59:14,0.09611111105186865,0,0
5610,Isabela Resende,Train Simulator 2009 E174,,2021-08-06,17:40:34,2021-08-06,18:16:29,0.5986111111706123,0,0
5610,Andressa Chou,Train Simulator 2009 E174,,2021-08-06,17:54:14,2021-08-06,18:00:04,0.0972222222480923,0,0
5610,Isabela Resende,Train Simulator 2009 E174,,2021-08-09,09:22:54,2021-08-09,11:13:26,1.8422222220688127,257,0
5609,Luiza Cabral,DVD M360 Silver,,2021-08-09,15:12:58,2021-08-09,15:15:17,0.03861111123114824,0,0
5609,Thays Castro,DVD M360 Silver,,2021-08-07,17:02:33,2021-08-07,17:26:07,0.3927777777425945,50,0
5611,Thays Castro,Home Theater System 2.1 Channel M1210 Black,,2021-08-09,17:40:42,2021-08-09,18:23:52,0.71944444446126,142,0
5612,Marcos Nucci,Macro Zoom Lens X300 White,,2021-08-10,14:26:18,2021-08-10,15:01:30,0.5866666667279787,0,0
5612,Luiza Cabral,Macro Zoom Lens X300 White,Preparação de Máquina,2021-08-05,12:50:59,2021-08-05,13:01:43,0.17888888897141442,0,0
5612,Marcos Nucci,Macro Zoom Lens X300 White,,2021-08-07,17:04:42,2021-08-07,17:10:20,0.09388888900866732,2,0
5613,Leonardo Ferreira,Home Theater System 5.1 Channel M1510 White,,2021-08-11,13:03:48,2021-08-11,14:04:21,1.0091666666558012,0,0
5614,Antonio Manhães,Rise of Nations E112,,2021-08-08,14:07:09,2021-08-08,15:18:04,1.181944444484543,296,0
5613,Andressa Chou,Home Theater System 5.1 Channel M1510 White,,2021-08-08,17:49:38,2021-08-08,17:55:10,0.09222222230164334,0,0
5613,Juliana Souza,Home Theater System 5.1 Channel M1510 White,,2021-08-11,17:56:41,2021-08-11,21:52:21,3.9277777777751908,299,0
5615,Ana Silva,Hand Games men M300 Silver,,2021-08-09,12:45:13,2021-08-09,13:30:35,0.7561111111426726,125,0
5616,Ana Silva,8GB Clock & Radio MP3 Player X850 Silver,,2021-08-10,11:01:06,2021-08-10,11:16:45,0.26083333318820223,0,0
5616,Andressa Chou,8GB Clock & Radio MP3 Player X850 Silver,,2021-08-07,10:03:13,2021-08-07,10:08:39,0.09055555559461936,0,0
5616,Ana Silva,8GB Clock & Radio MP3 Player X850 Silver,,2021-08-06,15:17:51,2021-08-06,15:33:42,0.2641666666022502,188,0
5616,Matheus Gomes,8GB Clock & Radio MP3 Player X850 Silver,,2021-08-11,17:52:39,2021-08-11,20:53:04,3.0069444444961846,188,0
5617,Matheus Gomes,Home Theater System 5.1 Channel M1530 Silver,,2021-08-06,07:08:41,2021-08-06,08:18:59,1.1716666665743105,228,0
5617,Matheus Gomes,Home Theater System 5.1 Channel M1530 Silver,,2021-08-08,13:36:20,2021-08-08,14:21:43,24.756388888985384,228,0
5587,Juliana Souza,Home Theater System 7.1 Channel X711 Brown,,2021-08-03,09:42:20,2021-08-03,11:02:39,1.3386111111030914,160,0
5618,Ana Silva,Hand Games women M40 Silver,,2021-08-05,12:26:21,2021-08-05,13:01:42,0.5891666666138917,0,0
5618,Andressa Chou,Hand Games women M40 Silver,,2021-08-11,15:27:39,2021-08-11,15:32:51,0.08666666666977108,0,0
5618,Ana Silva,Hand Games women M40 Silver,,2021-08-06,17:16:05,2021-08-06,18:56:52,1.6797222223249264,359,0
5618,Ana Silva,Hand Games women M40 Silver,,2021-08-08,09:26:30,2021-08-08,12:41:46,3.254444444552064,359,0
5507,Tiago Pereira,Home Theater System 4.1 Channel M1400 White,Preparação de Máquina,2021-08-07,10:58:57,2021-08-07,11:19:16,0.33861111116129905,28,0
5619,Thays Castro,Hand Games for Office worker L28 Black,,2021-08-06,11:25:26,2021-08-06,11:30:58,0.09222222212702036,153,19
5611,Thays Castro,Home Theater System 2.1 Channel M1210 Black,Preparação de Máquina,2021-08-09,16:23:48,2021-08-09,16:29:07,0.08861111121950671,0,0
5611,Luiza Cabral,Home Theater System 2.1 Channel M1210 Black,,2021-08-07,15:17:43,2021-08-07,15:20:29,0.04611111106351018,0,0
5608,Thays Castro,DVD 38 DVD Storage Binder E25 Black,Controle de Qualidade,2021-08-08,12:53:17,2021-08-08,12:58:50,0.09249999996973202,0,0
5608,Luiza Cabral,DVD 38 DVD Storage Binder E25 Black,,2021-08-05,15:26:30,2021-08-05,15:29:10,0.0444444443564862,0,0
5619,Luiza Cabral,Hand Games for Office worker L28 Black,,2021-08-05,09:07:21,2021-08-05,09:10:01,0.0444444443564862,0,0
5619,Thays Castro,Hand Games for Office worker L28 Black,Preparação de Máquina,2021-08-09,11:14:47,2021-08-09,11:38:31,0.3955555556458421,153,0
5619,Thays Castro,Hand Games for Office worker L28 Black,Controle de Qualidade,2021-08-07,09:25:55,2021-08-07,09:31:29,0.09277777781244367,0,0
5603,Thays Castro,Home Theater System 5.1 Channel M513 Brown,Preparação de Máquina,2021-08-06,10:36:20,2021-08-06,10:41:41,0.08916666673030704,0,0
5603,Luiza Cabral,Home Theater System 5.1 Channel M513 Brown,Controle de Qualidade,2021-08-05,15:17:00,2021-08-05,15:19:42,0.04499999986728653,0,0
5620,Tiago Pereira,Hand Games for 12-16 boys E60 Black,,2021-08-07,08:52:39,2021-08-07,09:07:54,0.2541666665347293,0,0
5620,Luiza Cabral,Hand Games for 12-16 boys E60 Black,,2021-08-10,08:33:13,2021-08-10,08:39:08,0.0986111112870276,0,0
5620,Pedro Macckione,Hand Games for 12-16 boys E60 Black,,2021-08-11,13:57:13,2021-08-11,14:17:26,0.33694444445427507,230,0
5621,Antonio Manhães,Hand Games for Office worker L28 Black,,2021-08-09,09:53:43,2021-08-09,11:24:01,1.504999999946449,324,0
5590,Mariana Miranda,DVD M360 Silver,,2021-08-06,12:54:35,2021-08-06,14:05:24,1.180277777952142,352,0
5622,Isabela Resende,Home Theater System 5.1 Channel M510 Black,,2021-08-05,13:07:58,2021-08-05,13:23:26,0.2577777779661119,0,0
5622,Andressa Chou,Home Theater System 5.1 Channel M510 Black,Preparação de Máquina,2021-08-08,14:41:25,2021-08-08,14:46:38,0.08694444433785975,0,0
5622,Pedro Macckione,Home Theater System 5.1 Channel M510 Black,,2021-08-08,07:18:03,2021-08-08,07:38:37,0.342777777754236,196,0
5623,Isabela Resende,Hand Games for 12-16 boys E600 Red,,2021-08-09,13:36:03,2021-08-09,14:01:26,0.42305555543862283,0,0
5623,Luiza Cabral,Hand Games for 12-16 boys E600 Red,,2021-08-05,10:53:37,2021-08-05,10:59:30,0.09805555560160428,0,0
5623,Isabela Resende,Hand Games for 12-16 boys E600 Red,,2021-08-05,07:42:49,2021-08-05,08:53:24,1.1763888890272938,309,0
5624,Antonio Manhães,Macro Zoom Lens X300 Black,Preparação de Máquina,2021-08-06,17:52:48,2021-08-06,18:18:32,0.42888888891320676,0,0
5622,Pedro Macckione,Home Theater System 5.1 Channel M510 Black,,2021-08-08,10:45:42,2021-08-08,11:06:37,0.34861111122881994,196,0
5592,Giuseppe Bhering,Stereo Bluetooth Headphones New Generation M370 Blue,,2021-08-06,11:59:51,2021-08-06,12:15:13,0.2561111112590879,0,0
5592,Luiza Cabral,Stereo Bluetooth Headphones New Generation M370 Blue,,2021-08-07,09:45:04,2021-08-07,09:48:56,0.06444444449152797,0,0
5592,Giuseppe Bhering,Stereo Bluetooth Headphones New Generation M370 Blue,,2021-08-08,17:54:23,2021-08-08,19:11:33,1.286111111054197,136,0
5625,Luiza Cabral,Zoo Tycoon 2: Extinct Animals M210,,2021-08-07,17:54:23,2021-08-07,17:56:57,0.04277777764946222,0,0
5625,Thays Castro,Zoo Tycoon 2: Extinct Animals M210,Controle de Qualidade,2021-08-09,10:35:02,2021-08-09,10:37:23,0.039166666741948575,0,0
5626,Giuseppe Bhering,Home Theater System 5.1 Channel M1540 White,,2021-08-06,11:51:04,2021-08-06,12:21:31,0.5074999998905696,0,0
5626,Luiza Cabral,Home Theater System 5.1 Channel M1540 White,,2021-08-05,11:38:07,2021-08-05,11:43:53,0.09611111122649163,0,0
5626,Giuseppe Bhering,Home Theater System 5.1 Channel M1540 White,,2021-08-05,12:17:34,2021-08-05,13:13:15,0.9280555556179024,184,0
5627,Antonio Manhães,Halo 2 for Windows Vista M220,,2021-08-07,10:05:57,2021-08-07,10:31:40,0.4286111110704951,226,0
5625,Thays Castro,Zoo Tycoon 2: Extinct Animals M210,Controle de Qualidade,2021-08-05,15:27:04,2021-08-05,15:48:48,0.36222222237847745,12,0
5628,Thiago Miura,Hand Games men M30 Silver,,2021-08-05,13:36:46,2021-08-05,14:12:00,0.5872222222387791,0,0
5628,Luiza Cabral,Hand Games men M30 Silver,Preparação de Máquina,2021-08-06,10:19:12,2021-08-06,10:34:57,0.2625000000698492,0,0
5628,Thiago Miura,Hand Games men M30 Silver,,2021-08-07,15:50:07,2021-08-07,16:35:20,0.7536111110821366,322,0
5628,Thiago Miura,Hand Games men M30 Silver,,2021-08-06,08:15:56,2021-08-06,09:11:23,0.9241666666930541,0,0
5628,Luiza Cabral,Hand Games men M30 Silver,,2021-08-08,14:19:24,2021-08-08,14:25:17,0.09805555560160428,0,0
5628,Thiago Miura,Hand Games men M30 Silver,,2021-08-07,16:37:12,2021-08-07,20:37:55,4.011944444384426,322,0
5628,Thiago Miura,Hand Games men M30 Silver,,2021-08-08,14:08:18,2021-08-08,17:08:48,3.008333333360497,322,0
5629,Antonio Manhães,Laptop Keyboard X105 Silver,,2021-08-06,08:28:54,2021-08-06,09:36:26,1.1255555555108003,285,0
5630,Thays Castro,Wireless Transmitter and Bluetooth Headphones M150 Red,Controle de Qualidade,2021-08-10,07:59:40,2021-08-10,08:05:11,0.09194444445893168,0,0
5630,Thays Castro,Wireless Transmitter and Bluetooth Headphones M150 Red,,2021-08-05,11:57:50,2021-08-05,12:11:23,0.22583333338843659,95,12
5630,Luiza Cabral,Wireless Transmitter and Bluetooth Headphones M150 Red,,2021-08-07,14:26:44,2021-08-07,14:29:18,0.04277777764946222,0,0
5631,Thays Castro,Flight Simulator 2004: A Century of Flight E111,,2021-08-06,17:21:07,2021-08-06,17:26:30,0.08972222206648439,0,0
5631,Luiza Cabral,Flight Simulator 2004: A Century of Flight E111,,2021-08-06,09:26:56,2021-08-06,09:29:37,0.04472222237382084,0,0
5632,Thays Castro,8xDVD E120 Black,,2021-08-06,08:36:58,2021-08-06,08:42:12,0.08722222218057141,0,0
5632,Luiza Cabral,8xDVD E120 Black,,2021-08-07,17:45:36,2021-08-07,17:48:22,0.04611111123813316,0,0
5632,Thays Castro,8xDVD E120 Black,,2021-08-05,14:17:31,2021-08-05,15:10:47,0.8877777776797302,41,0
5633,Thays Castro,Home Theater System 5.1 Channel M515 Brown,,2021-08-06,12:45:39,2021-08-06,12:50:55,0.08777777786599472,0,0
5633,Luiza Cabral,Home Theater System 5.1 Channel M515 Brown,,2021-08-06,13:05:23,2021-08-06,13:07:47,0.03999999992083758,0,0
5633,Thays Castro,Home Theater System 5.1 Channel M515 Brown,Controle de Qualidade,2021-08-06,13:04:05,2021-08-06,13:17:55,0.23055555549217388,87,0
5634,Giuseppe Bhering,Home Theater System 5.1 Channel M1520 Silver,,2021-08-05,17:22:51,2021-08-05,17:43:11,0.3388888890040107,0,0
5634,Luiza Cabral,Home Theater System 5.1 Channel M1520 Silver,,2021-08-09,07:09:16,2021-08-09,07:14:43,0.09083333343733102,0,0
5634,Giuseppe Bhering,Home Theater System 5.1 Channel M1520 Silver,,2021-08-05,08:07:18,2021-08-05,09:18:08,1.1805555554456078,335,42
5635,Antonio Manhães,Age of Empires III: The Asian Dynasties E106,,2021-08-05,11:06:26,2021-08-05,11:22:11,0.2625000000698492,359,0
5636,Thiago Miura,Home Theater System 4.1 Channel M412 Silver,,2021-08-09,15:36:35,2021-08-09,16:07:10,0.5097222222830169,0,0
5636,Luiza Cabral,Home Theater System 4.1 Channel M412 Silver,,2021-08-06,15:41:46,2021-08-06,15:47:41,0.09861111111240461,0,0
5636,Thiago Costa,Home Theater System 4.1 Channel M412 Silver,,2021-08-07,11:09:10,2021-08-07,13:24:35,2.2569444444961846,22,0
5636,Marcos Nucci,Home Theater System 4.1 Channel M412 Silver,,2021-08-06,07:06:23,2021-08-06,10:11:35,3.086666666844394,22,0
5636,Thiago Costa,Home Theater System 4.1 Channel M412 Silver,,2021-08-05,08:08:44,2021-08-05,08:49:06,0.6727777778869495,22,3
5637,Thays Castro,LCD24W X300 White,,2021-08-06,08:40:34,2021-08-06,08:46:10,0.093333333323244,0,0
5637,Luiza Cabral,LCD24W X300 White,,2021-08-10,12:53:25,2021-08-10,12:56:17,0.04777777794515714,0,0
5637,Thays Castro,LCD24W X300 White,,2021-08-10,14:16:39,2021-08-10,15:10:00,0.8891666665440425,142,0
5638,Antonio Manhães,22xDVD X680 Black,Controle de Qualidade,2021-08-07,17:43:09,2021-08-07,17:58:48,0.2608333333628252,358,0
5639,Pedro Macckione,Bicycle Board Games X500,,2021-08-07,08:33:39,2021-08-07,09:09:13,0.5927777776960284,0,0
5639,Andressa Chou,Bicycle Board Games X500,,2021-08-05,11:17:05,2021-08-05,11:22:35,0.09166666661622003,0,0
5631,Thays Castro,Flight Simulator 2004: A Century of Flight E111,,2021-08-09,16:35:54,2021-08-09,16:49:46,0.2311111111775972,275,0
5639,Pedro Macckione,Bicycle Board Games X500,,2021-08-06,12:15:07,2021-08-06,12:45:25,0.5050000000046566,193,0
5599,Thiago Miura,8GB Super-Slim MP3/Video Player M800 Green,,2021-08-07,14:25:44,2021-08-07,15:35:54,1.1694444445311092,211,0
5640,Thiago Miura,Flight Simulator 2009 E179,,2021-08-09,17:05:17,2021-08-09,17:36:05,0.5133333333651535,0,0
5640,Luiza Cabral,Flight Simulator 2009 E179,,2021-08-07,15:01:35,2021-08-07,15:12:12,0.17694444442167878,0,0
5607,Tiago Pereira,Home Theater System 5.1 Channel M512 Silver,,2021-08-07,08:33:39,2021-08-07,09:24:18,0.844166666502133,141,0
5640,Thiago Miura,Flight Simulator 2009 E179,,2021-08-11,07:34:45,2021-08-11,08:05:24,0.5108333333046176,152,19
5641,Marcos Nucci,2GB Spy Video Recorder Pen M300 Blue,,2021-08-10,17:59:17,2021-08-10,18:30:10,0.5147222220548429,0,0
5641,Luiza Cabral,2GB Spy Video Recorder Pen M300 Blue,,2021-08-06,15:17:34,2021-08-06,15:23:08,0.09277777781244367,0,0
5641,Marcos Nucci,2GB Spy Video Recorder Pen M300 Blue,,2021-08-06,17:01:15,2021-08-06,17:31:50,0.5097222222830169,310,0
5641,Marcos Nucci,2GB Spy Video Recorder Pen M300 Blue,,2021-08-06,09:47:48,2021-08-06,10:03:26,0.26055555552011356,310,0
5642,Antonio Manhães,Home Theater System 4.1 Channel M1420 Silver,,2021-08-05,09:12:58,2021-08-05,09:25:29,0.20861111098201945,81,0
5643,Isabela Resende,Home Theater System 5.1 Channel M510 Brown,,2021-08-09,12:39:53,2021-08-09,13:05:06,0.4202777777099982,0,0
5643,Andressa Chou,Home Theater System 5.1 Channel M510 Brown,Peça Irregular,2021-08-07,13:42:14,2021-08-07,13:47:44,0.09166666679084301,0,0
5612,Thiago Costa,Macro Zoom Lens X300 White,Preparação de Máquina,2021-08-06,09:56:10,2021-08-06,11:36:36,1.6738888888503425,2,0
5643,Isabela Resende,Home Theater System 5.1 Channel M510 Brown,Controle de Qualidade,2021-08-11,10:51:53,2021-08-11,12:22:03,1.5027777777286246,279,0
5644,Tiago Pereira,Home Theater System 5.1 Channel M510 Black,,2021-08-09,16:01:03,2021-08-09,16:11:34,0.17527777754003182,0,0
5644,Andressa Chou,Home Theater System 5.1 Channel M510 Black,,2021-08-07,11:22:08,2021-08-07,11:27:27,0.08861111121950671,0,0
5644,Tiago Pereira,Home Theater System 5.1 Channel M510 Black,Falha Operador,2021-08-07,08:01:32,2021-08-07,08:51:58,0.8405555554199964,288,0
5613,Juliana Souza,Home Theater System 5.1 Channel M1510 White,Falha Operador,2021-08-06,13:49:52,2021-08-06,18:50:42,5.013888888875954,299,0
5613,Juliana Souza,Home Theater System 5.1 Channel M1510 White,Preparação de Máquina,2021-08-08,08:13:03,2021-08-08,10:13:52,2.013611111207865,299,0
5645,Matheus Gomes,DVD E340 Black,,2021-08-12,07:10:42,2021-08-12,15:56:21,8.760833333304618,111,0
5645,Ana Silva,DVD E340 Black,,2021-08-11,10:24:32,2021-08-11,11:15:00,0.8411111112800427,0,0
5645,Andressa Chou,DVD E340 Black,,2021-08-09,10:56:12,2021-08-09,11:01:47,0.09305555548053235,0,0
5646,Tiago Pereira,Flight Simulator 2009: A Century of Flight E151,,2021-08-10,07:30:43,2021-08-10,07:41:27,0.17888888897141442,0,0
5646,Andressa Chou,Flight Simulator 2009: A Century of Flight E151,,2021-08-07,10:27:50,2021-08-07,10:33:08,0.08833333320217207,0,0
5646,Tiago Pereira,Flight Simulator 2009: A Century of Flight E151,,2021-08-06,16:12:00,2021-08-06,17:57:33,1.7591666666558012,274,0
5647,Tiago Pereira,Home Theater System 5.1 Channel M510 Black,,2021-08-07,08:15:22,2021-08-07,08:30:39,0.2547222223947756,0,0
5647,Andressa Chou,Home Theater System 5.1 Channel M510 Black,,2021-08-07,16:38:12,2021-08-07,16:44:03,0.09749999991618097,0,0
5647,Tiago Pereira,Home Theater System 5.1 Channel M510 Black,Controle de Qualidade,2021-08-08,10:39:22,2021-08-08,11:19:56,0.6761111111263745,35,0
5648,Tiago Pereira,DVD E340 Silver,,2021-08-06,10:54:29,2021-08-06,11:09:50,0.2558333332417533,0,0
5648,Luiza Cabral,DVD E340 Silver,,2021-08-09,11:03:33,2021-08-09,11:09:05,0.09222222212702036,0,0
5648,Tiago Pereira,DVD E340 Silver,,2021-08-11,09:11:57,2021-08-11,10:07:14,0.9213888889644295,98,0
5649,Chan Santos,Home Theater System 5.1 Channel M515 Brown,Preparação de Máquina,2021-08-06,16:05:48,2021-08-06,16:11:04,0.08777777769137174,0,0
5649,Luiza Cabral,Home Theater System 5.1 Channel M515 Brown,,2021-08-07,13:05:40,2021-08-07,13:08:22,0.045000000041909516,0,0
5650,Thays Castro,Rise of Nations: Thrones and Patriots2009 E145,,2021-08-08,12:44:47,2021-08-08,12:50:11,0.09000000008381903,0,0
5649,Thays Castro,Home Theater System 5.1 Channel M515 Brown,Preparação de Máquina,2021-08-11,12:42:20,2021-08-11,14:05:43,1.3897222221130505,381,0
5650,Luiza Cabral,Rise of Nations: Thrones and Patriots2009 E145,,2021-08-09,15:57:01,2021-08-09,15:59:22,0.03916666656732559,0,0
5651,Pedro Macckione,Telephoto Conversion Lens M350 White,,2021-08-11,14:12:29,2021-08-11,14:53:14,0.6791666666977108,0,0
5650,Thays Castro,Rise of Nations: Thrones and Patriots2009 E145,,2021-08-08,13:27:59,2021-08-08,09:05:50,19.63083333335817,277,0
5620,Pedro Macckione,Hand Games for 12-16 boys E60 Black,,2021-08-09,14:18:14,2021-08-09,15:03:24,0.7527777777286246,230,0
5620,Pedro Macckione,Hand Games for 12-16 boys E60 Black,,2021-08-09,09:15:50,2021-08-09,14:16:08,5.005000000004657,230,0
5395,Giuseppe Bhering,Laptop Keyboard X105 Silver,,2021-07-25,14:21:16,2021-07-25,14:31:45,0.17472222220385447,128,0
5428,Antonio Manhães,Home Theater System 7.1 Channel X711 Silver,,2021-07-25,16:00:20,2021-07-25,16:20:36,0.33777777780778706,201,0
5623,Isabela Resende,Hand Games for 12-16 boys E600 Red,,2021-08-08,10:41:48,2021-08-08,15:12:18,4.508333333360497,309,0
5623,Isabela Resende,Hand Games for 12-16 boys E600 Red,,2021-08-05,16:54:29,2021-08-05,17:09:57,0.2577777779661119,309,0
5592,Giuseppe Bhering,Stereo Bluetooth Headphones New Generation M370 Blue,Falta de acessório,2021-08-09,17:48:03,2021-08-09,18:48:29,1.0072222222806886,136,0
5593,Marcos Nucci,Wireless Transmitter and Bluetooth Headphones X250 Blue,,2021-08-08,07:09:42,2021-08-08,08:30:29,1.346388888952788,395,0
5593,Marcos Nucci,Wireless Transmitter and Bluetooth Headphones X250 Blue,,2021-08-05,14:33:39,2021-08-05,14:59:25,0.42944444459863007,0,0
5593,Marcos Nucci,Wireless Transmitter and Bluetooth Headphones X250 Blue,,2021-08-11,09:37:09,2021-08-11,11:12:42,1.592500000144355,395,0
5652,Antonio Manhães,Home Theater System 4.1 Channel M1410 Silver,,2021-08-06,12:58:11,2021-08-06,15:58:45,3.0094444443820976,5,0
5653,Giuseppe Bhering,MechWarrior 4:Knight2009 E171,,2021-08-07,16:42:23,2021-08-07,17:07:49,0.4238888887921348,0,0
5653,Andressa Chou,MechWarrior 4:Knight2009 E171,,2021-08-11,13:35:28,2021-08-11,13:40:42,0.08722222235519439,0,0
5654,Antonio Manhães,2GB Spy Video Recorder Pen M300 Silver,,2021-08-09,07:27:24,2021-08-09,08:11:17,0.7313888889038935,189,0
5653,Giuseppe Bhering,MechWarrior 4:Knight2009 E171,,2021-08-06,14:02:33,2021-08-06,14:53:12,0.844166666502133,197,0
5655,Antonio Manhães,Home Theater System 5.1 Channel M1510 Brown,,2021-08-08,08:43:44,2021-08-08,09:04:30,0.34611111116828397,211,0
5656,Marcos Nucci,Home Theater System 2.1 Channel E210 Brown,,2021-08-12,14:36:58,2021-08-12,15:07:37,0.5108333333046176,0,0
5656,Andressa Chou,Home Theater System 2.1 Channel E210 Brown,,2021-08-08,17:33:56,2021-08-08,17:44:26,0.17500000004656613,0,0
5637,Thays Castro,LCD24W X300 White,,2021-08-06,11:41:51,2021-08-06,11:57:01,0.25277777784503996,142,0
5656,Marcos Nucci,Home Theater System 2.1 Channel E210 Brown,Controle de Qualidade,2021-08-06,08:50:30,2021-08-06,10:00:22,1.1644444442354143,341,0
5657,Isabela Resende,Hand Games women M400 Silver,,2021-08-07,10:55:21,2021-08-07,11:11:16,0.2652777779730968,0,0
5657,Andressa Chou,Hand Games women M400 Silver,Preparação de Máquina,2021-08-07,09:21:01,2021-08-07,09:26:54,0.0980555554269813,0,0
5657,Isabela Resende,Hand Games women M400 Silver,,2021-08-07,09:49:15,2021-08-07,10:15:10,0.43194444448454306,382,0
5658,Tiago Pereira,MechWarrior 4:Knight2009 E171,,2021-08-11,11:00:40,2021-08-11,11:26:13,0.42583333351649344,0,0
5658,Luiza Cabral,MechWarrior 4:Knight2009 E171,Preparação de Máquina,2021-08-10,11:13:03,2021-08-10,11:16:28,0.056944444484543055,0,0
5658,Tiago Pereira,MechWarrior 4:Knight2009 E171,,2021-08-07,15:11:40,2021-08-07,19:44:22,4.5449999998672865,311,0
5659,Thays Castro,DVD Recorder L200 Black,,2021-08-06,15:28:31,2021-08-06,15:33:52,0.08916666673030704,0,0
5659,Luiza Cabral,DVD Recorder L200 Black,,2021-08-07,15:39:19,2021-08-07,15:41:58,0.044166666513774544,0,0
5659,Thays Castro,DVD Recorder L200 Black,,2021-08-06,07:50:53,2021-08-06,08:09:04,0.3030555556761101,217,0
5660,Luiza Cabral,18'' Oscillating Pedestal Fan M135 Yellow,Preparação de Máquina,2021-08-08,08:54:49,2021-08-08,08:57:11,0.03944444441003725,0,0
5660,Thays Castro,18'' Oscillating Pedestal Fan M135 Yellow,,2021-08-07,13:45:42,2021-08-07,15:59:00,2.2216666666790843,2,0
5661,Thays Castro,LCD24 X300 Black,,2021-08-10,17:12:37,2021-08-10,17:18:22,0.09583333320915699,0,0
5661,Luiza Cabral,LCD24 X300 Black,,2021-08-06,16:01:55,2021-08-06,16:04:50,0.04861111129866913,0,0
5661,Thays Castro,LCD24 X300 Black,,2021-08-10,09:19:00,2021-08-10,11:12:22,1.8894444445031695,44,0
5605,Thays Castro,Hand Games men M30 Red,,2021-08-07,08:29:11,2021-08-07,12:49:24,4.336944444396067,250,0
5662,Thiago Miura,Home Theater System 2.1 Channel E1200 Silver,,2021-08-07,11:11:54,2021-08-07,15:12:25,4.008611111145001,58,0
5663,Pedro Macckione,Rise of Nations E112,Controle de Qualidade,2021-08-09,13:23:05,2021-08-09,14:08:20,0.754166666592937,0,0
